ClusterSize, Major1, Major2, Hash, CurriculumSize, Courses
72, MDN, PRY, 1418782444, 12, [MDN1001CE$ MDN4040W$ MDN4030F$ MDN1001CE$ MDN1000CE$ MDN4033S$ MDN4041W$ MDN4035F$ PRY4008W$ PRY4013F$ PRY4018S$ PRY2001S]
80, EBE, APG, 1925180723, 12, [CPD1148CE$ CPD1149CE$ CPD1156CE$ CPD1156CE$ CPD1157CE$ CPD1146CE$ APG3000F$ APG4025S$ APG3016C$ APG2039W$ APG4035F$ APG3017D]
305, FTX, INF, 1189958599, 11, [FTX4052H$ FTX4037S$ FTX3044F$ FTX2002CE$ FTX20134CE$ INF4015W$ INF2011S$ INF3014F$ INF3031R$ INF20142CE$ INF2009F]
279, AXL, SWK, 1122283276, 9, [AXL4106F$ AXL2300F$ AXL4203F$ AXL4100W$ AXL4312F$ AXL4306S$ SWK1004S$ SWK4031S$ SWK4007S]
114, ACC, HUB, 1736090105, 11, [ACC4038H$ ACC11202CE$ ACC3004N$ ACC2022S$ ACC2012N$ ACC3503H$ HUB4007F$ HUB4047F$ HUB4063W$ HUB1007S$ HUB4033F]
156, FAM, MCB, 586119346, 13, [FAM20005CE$ FAM2004F$ FAM4011F$ FAM1001P$ FAM3019S$ FAM3019S$ FAM2011S$ MCB3025F$ MCB4003W$ MCB3024S$ MCB4002W$ MCB3026F$ MCB3025F]
191, ECO, SWK, 329439340, 12, [ECO3022S$ ECO2008S$ ECO4006F$ ECO2003P$ ECO1011F$ ECO4114S$ ECO2003F$ SWK4026S$ SWK2070F$ SWK4013F$ SWK4003F$ SWK4013F]
168, ECO, FTX, 1561463022, 12, [ECO20142CE$ ECO4052S$ ECO1400CE$ ECO2004S$ ECO1011S$ ECO3023S$ ECO1110F$ ECO3016F$ ECO2003F$ FTX4052H$ FTX2024N$ FTX4051H]
168, FTX, MEC, 1130382321, 8, [FTX4037S$ FTX3045S$ FTX3044F$ FTX2020F$ FTX2002CE$ MEC2022S$ MEC2026S$ MEC1005W]
198, GSB, INF, 1106165727, 7, [GSB4013S$ GSB4488S$ GSB4426F$ GSB4405F$ INF20142CE$ INF3032R$ INF3003W]
107, APG, MEC, 1435831219, 13, [APG3011SEWA$ APG4021F$ APG4010X$ APG2000F$ APG4005F$ MEC4111Z$ MEC3073S$ MEC1008SEWA$ MEC4091S$ MEC2023F$ MEC3073S$ MEC4045F$ MEC1003F]
234, POL, PRY, 112954552, 11, [POL4007H$ POL4012F$ POL3043F$ POL1004P$ POL1009F$ POL3044S$ PRY2002W$ PRY2002W$ PRY4021F$ PRY4013F$ PRY4010S]
251, POL, LAW, 862354041, 15, [POL4006F$ POL4044F$ POL4005H$ POL3038S$ POL2038P$ POL3038S$ POL4049S$ POL2041S$ PEP10061CE$ PEP1100CE$ PEP1007CE$ PEP1088CE$ PEP1003CE$ PEP1023CE$ PEP10076CE]
160, HUB, HUB, 218494591, 10, [HUB4046F$ HUB4027F$ HUB3006F$ HUB2019F$ HUB4053S$ HUB4062WEWA$ HUB4032H$ HUB4064W$ HUB4079W$ HUB2019F]
162, CEM, EGS, 1156531943, 13, [CEM1001CE$ CEM2005W$ CEM2005W$ CEM1000W$ CEM4002W$ EGS4046F$ EGS4041S$ EGS4023F$ EGS4011F$ EGS4052W$ EGS4055W$ EGS4055W$ EGS4023F]
176, DOM, IBS, 2142460923, 12, [DOM1013CE$ DOM1014CE$ DOM1007CE$ DOM1013CE$ DOM1010CE$ IBS3020W$ IBS4000W$ IBS2001S$ IBS4000W$ IBS4002W$ IBS4009W$ IBS4005W]
263, MAM, PHY, 54075876, 18, [MAM1004F$ MAM1006H$ MAM2047H$ MAM2085S$ MAM1043H$ MAM3048H$ MAM1006H$ MAM4017W$ MAM3003S$ PHY1032F$ PHY1031F$ PHY2010S$ PHY1025F$ PHY1013F$ PHY2010S$ PHY1012S$ PHY1013F$ PHY1013FEWA]
55, SWK, MUZ, 939307656, 13, [SWK3066S$ SWK1004S$ SWK4033F$ SWK4026S$ SWK4016S$ SWK2070F$ MUZ2380H$ MUZ1201F$ MUZ3372H$ MUZ3215S$ MUZ3320H$ MUZ3351H$ MUZ3291H]
245, FTX, REL, 349621835, 7, [FTX4010F$ FTX2024S$ FTX4036S$ FTX20131CE$ REL4011H$ REL2048S$ REL1015F]
157, FIN, HST, 963031212, 15, [FIN4055S$ FIN4059F$ FIN1005W$ FIN2030S$ FIN3030W$ FIN3030W$ FIN4012W$ FIN3028F$ HST1015F$ HST2034L$ HST3039H$ HST2028F$ HST3041F$ HST1014S$ HST3041F]
264, CIV, PTY, 1566684919, 11, [CIV3046S$ CIV4035C$ CIV1005W$ CIV1006S$ CIV4045F$ CIV4042SEWA$ PTY4008S$ PTY4007W$ PTY4007W$ PTY4001W$ PTY3009H]
234, EBE, PED, 159352888, 14, [CPD10041CE$ CPD1144CE$ CPD1089CE$ CPD1158CE$ CPD10038CE$ CPD1114CE$ CPD1150CE$ CPD1143CE$ PED4007W$ PED4020S$ PED4005S$ PED4022S$ PED4029S$ PED4006F]
202, PPH, RAY, 1965265414, 11, [PPH4057W$ PPH4060S$ PPH4030S$ RAY4020W$ RAY4020W$ RAY2004S$ RAY4014W$ RAY2004S$ RAY4020W$ RAY4012W$ RAY4019W]
90, MEC, CON, 1642088652, 17, [MEC4103F$ MEC4113F$ MEC4108S$ MEC2043F$ MEC2000X$ MEC4098Z$ MEC4091S$ MEC3045F$ MEC1008S$ CON2027F$ CON3030S$ CON4030F$ CON3033F$ CON1019F$ CON2024SEWA$ CON4033W$ CON3041F]
53, PTY, PED, 457515374, 15, [PTY4007W$ PTY4006W$ PTY3009H$ PTY4009W$ PTY4007W$ PTY4008S$ PTY4003W$ PTY4009W$ PTY3009H$ PED4040W$ PED4017F$ PED4028S$ PED4004S$ PED4007W$ PED4025W]
286, CHE, APG, 1797382293, 14, [CHE4029Z$ CHE4049F$ CHE4029Z$ CHE4036Z$ CHE4057F$ CHE3040SEWA$ APG4049F$ APG4034F$ APG1021W$ APG1003W$ APG4044S$ APG4050W$ APG3016C$ APG2016W]
276, PHI, DOH, 906954539, 14, [PHI4019W$ PHI2041S$ PHI4015S$ PHI4000W$ PHI3023F$ PHI4024S$ DOH1010S$ DOH2001S$ DOH1003CE$ DOH1002CE$ DOH1009F$ DOH1001CE$ DOH1002F$ DOH1004CE]
228, IBS, MUZ, 1212437466, 12, [IBS4006W$ IBS4009W$ IBS4009W$ IBS4007W$ IBS4010W$ IBS4008W$ IBS4007W$ IBS4011W$ MUZ2286H$ MUZ2806H$ MUZ2302H$ MUZ2369H]
220, GSB, ACC, 631092793, 7, [GSB1413CE$ GSB4498F$ GSB1419CE$ GSB1424CE$ ACC3009N$ ACC2112W$ ACC2012N]
231, GSB, SLL, 138689366, 7, [GSB1419CE$ GSB1402CE$ GSB4601F$ GSB4603F$ SLL1051S$ SLL2122S$ SLL1063S]
54, BUS, BUS, 494878452, 7, [BUS201204CE$ BUS4052H$ BUS2010F$ BUS3039S$ BUS4092R$ BUS3004S$ BUS2011Q]
196, INF, MUZ, 375581186, 13, [INF1002S$ INF3011F$ INF4029Q$ INF3012SEWA$ INF4025S$ MUZ4397W$ MUZ1235H$ MUZ1908H$ MUZ1820H$ MUZ3379H$ MUZ1338H$ MUZ2328H$ MUZ4306W]
164, DOH, SLL, 401683580, 16, [DOH1002CE$ DOH1001CE$ DOH1002CE$ DOH1002CE$ DOH1000CE$ DOH1010S$ DOH1009S$ DOH1000CE$ DOH1004CE$ SLL4049F$ SLL1002S$ SLL1022F$ SLL4086F$ SLL3074S$ SLL1061S$ SLL2080F]
260, GSB, GEO, 574654755, 9, [GSB4527S$ GSB4407F$ GSB4458S$ GSB1424CE$ GSB20131CE$ GSB1421CE$ GEO4000W$ GEO4003W$ GEO4004W]
206, PHY, APG, 1984614570, 9, [PHY1013S$ PHY1015S$ PHY1031F$ APG3012SEWA$ APG4043S$ APG4024S$ APG4039F$ APG2018X$ APG1020W]
309, SWK, REL, 2020769551, 9, [SWK2001F$ SWK2065S$ SWK4013F$ REL2053S$ REL2048S$ REL4048S$ REL2048S$ REL2053S$ REL4053F]
86, AST, CSC, 837136405, 8, [AST3002F$ AST1000F$ AST4010W$ AST1000F$ CSC1011H$ CSC4007Z$ CSC4001W$ CSC1016S]
214, POL, MUZ, 204678093, 12, [POL2038L$ POL3029F$ POL1009F$ MUZ2377H$ MUZ2367SEWA$ MUZ3367F$ MUZ4377H$ MUZ4302W$ MUZ3330H$ MUZ3366H$ MUZ4268W$ MUZ4355H]
108, PHI, FIN, 456677371, 10, [PHI4021F$ PHI1025F$ PHI4024S$ PHI2037F$ PHI2043F$ FIN3029S$ FIN4061S$ FIN3025W$ FIN3012W$ FIN3024W]
54, CEM, BIO, 34840070, 12, [CEM1009H$ CEM1011F$ CEM3005W$ CEM1010H$ CEM1111S$ CEM1009H$ CEM1010H$ CEM3005WEWA$ BIO3017S$ BIO4001W$ BIO2012S$ BIO2012S]
103, SLL, PSY, 738136550, 13, [SLL1093H$ SLL2102S$ SLL1050F$ SLL1044S$ SLL3080F$ SLL3055S$ SLL1094H$ PSY2010S$ PSY2010S$ PSY3011S$ PSY1004F$ PSY2010S$ PSY2009F]
169, AHS, HST, 195200580, 10, [AHS2053H$ AHS1033F$ AHS2047S$ AHS3008H$ AHS1054W$ AHS1033F$ AHS4144W$ HST4058S$ HST1016S$ HST4053F]
85, SLL, PHI, 841102905, 9, [SLL2064F$ SLL2057F$ SLL1091H$ SLL1076S$ SLL3003W$ PHI2012F$ PHI1025F$ PHI2037F$ PHI4024F]
55, HSE, HST, 622008614, 13, [HSE1001S$ HSE1006F$ HSE1008S$ HSE1009F$ HSE1005S$ HST1015F$ HST3022H$ HST2039S$ HST1014S$ HST4058S$ HST1005F$ HST2034L$ HST3041F]
59, DOM, AST, 1052357702, 12, [DOM1014CE$ DOM1013CE$ DOM1013CE$ AST4009W$ AST4009W$ AST4010W$ AST4011W$ AST4008W$ AST4008W$ AST4011W$ AST4008W$ AST1000F]
315, FIN, AXL, 1189688293, 8, [FIN4059F$ FIN3024F$ FIN3030W$ AXL3301S$ AXL3300F$ AXL2103S$ AXL2402S$ AXL4100W]
233, BUS, FAM, 702512668, 10, [BUS4074R$ BUS4018Q$ BUS20131CE$ BUS4039S$ BUS1036F$ BUS201206CE$ BUS20146CE$ FAM4012H$ FAM3012S$ FAM3005F]
199, REL, MUZ, 677210151, 16, [REL1002F$ REL4053F$ REL2040F$ REL4046S$ REL4046S$ REL4049F$ REL2040F$ MUZ1821S$ MUZ2282H$ MUZ4342H$ MUZ4305W$ MUZ3297H$ MUZ3386H$ MUZ2237H$ MUZ4354H$ MUZ2306H]
161, ECO, ECO, 1645182535, 18, [ECO1007S$ ECO4115S$ ECO4105F$ ECO4120S$ ECO4106S$ ECO4007F$ ECO1007S$ ECO4028S$ ECO4101F$ ECO2004S$ ECO4053S$ ECO2004P$ ECO4125Z$ ECO4029S$ ECO4020S$ ECO20144CE$ ECO4124Z$ ECO4021W]
302, AHS, MUZ, 1525459814, 14, [AHS4119W$ AHS1003F$ AHS4118S$ AHS2106F$ AHS3107W$ MUZ4305W$ MUZ2236H$ MUZ1339H$ MUZ3375H$ MUZ1215H$ MUZ2356H$ MUZ3245H$ MUZ2384H$ MUZ2302H]
103, SWK, DRM, 443923557, 12, [SWK3075S$ SWK4003F$ SWK4014S$ SWK2075S$ SWK4013F$ SWK2075S$ SWK4014S$ SWK2060F$ DRM3045H$ DRM4004H$ DRM3010F$ DRM4035W]
117, ACC, GEO, 579977963, 13, [ACC4000N$ ACC3004N$ ACC3022N$ ACC4038H$ ACC1006N$ ACC4000H$ GEO2001F$ GEO4004W$ GEO2005X$ GEO3001S$ GEO1008F$ GEO2005X$ GEO3005F]
143, EEE, MEC, 176261635, 17, [EEE2042S$ EEE4104C$ EEE2042S$ EEE4090F$ EEE4106Z$ EEE2042S$ EEE2039W$ EEE3086F$ EEE3082S$ MEC4111Z$ MEC1007F$ MEC2025F$ MEC4098Z$ MEC1002W$ MEC4096Z$ MEC3035F$ MEC4113F]
175, DRM, EBE, 1334022663, 8, [DRM4038F$ DRM3018S$ DRM2040W$ DRM4040W$ DRM1030S$ CPD1145CE$ CPD1144CE$ CPD1115CE]
146, FTX, PHY, 10150802, 12, [FTX2024N$ FTX1005R$ FTX1400CE$ FTX2024M$ FTX20131CE$ PHY1032F$ PHY2010S$ PHY3022S$ PHY3004W$ PHY1025F$ PHY1025F$ PHY1013F]
263, PED, DRM, 2090646410, 9, [PED4025W$ PED4025W$ PED4020S$ PED4018F$ PED4026W$ PED4026W$ DRM4035W$ DRM1030S$ DRM4019S]
166, GSB, DRM, 1989380811, 16, [GSB4607F$ GSB4013S$ GSB4413S$ GSB4452S$ GSB4516S$ GSB4496S$ GSB4605S$ GSB4409S$ GSB1404CE$ DRM2010F$ DRM1041W$ DRM4040W$ DRM4040S$ DRM1041W$ DRM1029F$ DRM3044H]
74, GEO, GEO, 625478255, 13, [GEO1008F$ GEO3001S$ GEO3005F$ GEO2001F$ GEO1009F$ GEO4000W$ GEO2004S$ GEO2004S$ GEO2006S$ GEO3005F$ GEO4000W$ GEO2001F$ GEO4004W]
203, CON, DRM, 1132678643, 6, [CON2027F$ CON4042H$ CON3038W$ DRM4017F$ DRM3043W$ DRM2011S]
140, DRM, DOH, 985716252, 12, [DRM1030S$ DRM1029F$ DRM4019S$ DRM4038F$ DRM3041W$ DOH1000CE$ DOH1001CE$ DOH1009S$ DOH1002F$ DOH1020CE$ DOH1010S$ DOH1009F]
190, FIN, PRY, 2111810488, 7, [FIN1006F$ FIN4015W$ FIN3024W$ FIN2028S$ PRY4012S$ PRY4000W$ PRY4021F]
75, ECO, CSC, 526173766, 10, [ECO20142CE$ ECO4006F$ ECO3022S$ ECO4053S$ ECO4105S$ ECO4111F$ CSC1017F$ CSC4007Z$ CSC3020H$ CSC2005Z]
314, DOH, HST, 704618182, 15, [DOH1010S$ DOH1000CE$ DOH1005F$ DOH1000CE$ DOH1009S$ DOH1002CE$ DOH1001CE$ HST2044F$ HST4058S$ HST1016S$ HST2043S$ HST4058S$ HST3022H$ HST3041F$ HST2028F]
107, ECO, ACC, 1438753619, 6, [ECO1010S$ ECO4115S$ ECO2003P$ ACC2022S$ ACC3503H$ ACC3503H]
66, AST, PPH, 1211198687, 13, [AST4010W$ AST4010W$ AST4010W$ AST1000F$ AST4010W$ AST3002F$ AST4008W$ AST3003S$ PPH1006CE$ PPH2002S$ PPH4057W$ PPH2002S$ PPH4019F]
319, PED, SWK, 1829578110, 13, [PED4030F$ PED4007W$ PED4021F$ PED4042W$ PED4007W$ PED4042W$ PED4030F$ SWK2001F$ SWK4015F$ SWK4004S$ SWK3075S$ SWK4001S$ SWK1004S]
221, EBE, SOC, 1933911781, 15, [CPD10009CE$ CPD1149CE$ CPD1114CE$ CPD10024CE$ CPD1144CE$ CPD1141CE$ CPD1145CE$ SOC4013F$ SOC3027F$ SOC4021S$ SOC1005S$ SOC3007F$ SOC1006F$ SOC3029S$ SOC3029S]
86, POL, FIN, 1332368270, 10, [POL4049S$ POL4006F$ POL4005H$ POL2041S$ POL4007H$ FIN2030S$ FIN2013S$ FIN3025W$ FIN2013S$ FIN2013S]
106, INF, GSB, 788495195, 12, [INF20138CE$ INF1002S$ INF2010S$ INF4016W$ INF20121CE$ GSB4102W$ GSB4606S$ GSB4103W$ GSB4196F$ GSB1418CE$ GSB1413CE$ GSB4514W]
101, FAM, DRM, 1876505395, 15, [FAM2004F$ FAM4001W$ FAM3012S$ FAM2009S$ FAM2000F$ FAM1009F$ FAM3018F$ FAM4004S$ FAM3018F$ DRM4022W$ DRM2040W$ DRM4023W$ DRM1017H$ DRM1030S$ DRM3044H]
279, CHE, APG, 1895532713, 14, [CHE1005W$ CHE4049F$ CHE2005W$ CHE4054Z$ CHE3005W$ APG3033W$ APG3027Z$ APG4042F$ APG3015X$ APG3014X$ APG4002Z$ APG2027X$ APG1016F$ APG2018X]
248, ACC, INF, 1536804125, 14, [ACC4050W$ ACC3009N$ ACC2111S$ ACC4038H$ ACC1006N$ ACC3022N$ ACC3023S$ ACC3022N$ ACC2012W$ INF20142CE$ INF3003W$ INF4018W$ INF4026F$ INF20121CE]
289, EDN, BIO, 2121646412, 17, [EDN4508W$ EDN2049CE$ EDN3211W$ EDN4174W$ EDN2023CE$ EDN2005CE$ EDN20002CE$ EDN2042CE$ EDN3200W$ BIO2013F$ BIO1004F$ BIO4003W$ BIO3017S$ BIO3015F$ BIO4000W$ BIO3016S$ BIO3013F]
220, MAM, FIN, 1222432223, 12, [MAM2002S$ MAM2083F$ MAM1000W$ MAM4001W$ MAM1019H$ MAM3002H$ MAM1020S$ MAM1013FEWA$ FIN2029F$ FIN3011F$ FIN3027S$ FIN4015W]
261, GSB, AHS, 255943080, 12, [GSB4510S$ GSB1413CE$ GSB4501F$ GSB4603F$ GSB4601F$ AHS4144W$ AHS4091W$ AHS1048W$ AHS1054W$ AHS4005H$ AHS4089F$ AHS4119W]
62, CSC, EDN, 1039115480, 15, [CSC2003S$ CSC4012Z$ CSC4003W$ CSC1011H$ CSC4017W$ CSC3020H$ CSC4013Z$ CSC2005Z$ EDN4507F$ EDN2038CE$ EDN20023CE$ EDN2517W$ EDN2018CE$ EDN2028CE$ EDN2018CE]
132, CON, CHE, 1707336360, 12, [CON1004W$ CON2031S$ CON4038F$ CHE4058Z$ CHE1005W$ CHE3053SEWA$ CHE4042F$ CHE4042SEWA$ CHE1005W$ CHE4050F$ CHE3068S$ CHE4056Z]
296, MAM, EDN, 263158475, 14, [MAM4018W$ MAM1000W$ MAM4001W$ MAM2000W$ MAM2083F$ EDN2046CE$ EDN4516S$ EDN4504F$ EDN4502W$ EDN2005CE$ EDN2046CE$ EDN3221W$ EDN2032CE$ EDN4181W]
168, REL, PSY, 574672279, 18, [REL4010F$ REL4053F$ REL4049F$ REL3042S$ REL4048S$ REL4011H$ REL3042S$ REL4011H$ REL4049F$ PSY2012F$ PSY2010S$ PSY1005S$ PSY2012F$ PSY2003S$ PSY3007S$ PSY1006F$ PSY4000W$ PSY2003S]
284, FIN, SOC, 1780881862, 14, [FIN1009S$ FIN3029S$ FIN4061S$ FIN4051S$ FIN2012W$ FIN1005W$ SOC4003S$ SOC3007F$ SOC4021S$ SOC4028F$ SOC3007FEWA$ SOC1001F$ SOC4004S$ SOC1006F]
109, CHE, CHE, 1601619276, 16, [CHE4036Z$ CHE4058Z$ CHE4055X$ CHE3070S$ CHE4029Z$ CHE3069S$ CHE3067S$ CHE4056Z$ CHE2006S$ CHE3067S$ CHE2005W$ CHE1001Z$ CHE3068S$ CHE4049F$ CHE3005W$ CHE3000X]
181, BUS, HST, 119262710, 13, [BUS4019R$ BUS1407CE$ BUS4078F$ BUS4092R$ BUS4019S$ BUS2011F$ BUS3004S$ BUS1402CE$ BUS201201CE$ HST1013F$ HST2041F$ HST1013F$ HST4034F]
84, CIV, EDN, 376725663, 7, [CIV2011F$ CIV3044F$ CIV3043F$ CIV4045F$ EDN4507F$ EDN2520W$ EDN3203W]
107, MUZ, HST, 139475941, 14, [MUZ2343H$ MUZ4351HEWA$ MUZ1278H$ MUZ1325H$ MUZ3269H$ HST1013F$ HST4021H$ HST1011F$ HST1016S$ HST1013F$ HST3005F$ HST2034P$ HST1011F$ HST4034F]
146, DOH, POL, 818113965, 11, [DOH1004CE$ DOH1009F$ DOH1004CE$ DOH1009S$ DOH1002CE$ DOH2001S$ POL4002F$ POL2002S$ POL4006F$ POL4006F$ POL4012F]
187, INF, BUS, 380072890, 11, [INF4015W$ INF4015W$ INF3032R$ BUS4049W$ BUS4103Q$ BUS4018Q$ BUS4103Q$ BUS201211CE$ BUS4034S$ BUS4053H$ BUS3004S]
90, BUS, MEC, 2139265980, 8, [BUS4094R$ BUS1406CE$ BUS20149CE$ BUS201211CE$ BUS1402CE$ MEC2000X$ MEC2042F$ MEC3044S]
152, EDN, DRM, 1971738685, 12, [EDN2049CE$ EDN3206W$ EDN3003CE$ EDN3204WEWA$ EDN3202W$ EDN2024CE$ EDN4180W$ DRM1018H$ DRM2041W$ DRM1027F$ DRM4023W$ DRM3043W]
178, SOC, MUZ, 1374514271, 14, [SOC1006F$ SOC4003S$ SOC3027F$ SOC2019S$ SOC4025S$ MUZ2365H$ MUZ3226H$ MUZ1201F$ MUZ1343H$ MUZ3320H$ MUZ3282H$ MUZ4301W$ MUZ1324H$ MUZ1384H]
137, HST, APG, 1056487437, 12, [HST3039H$ HST3039H$ HST2042F$ HST4054F$ HST2043S$ APG3012SEWA$ APG4038S$ APG3011SEWA$ APG3027Z$ APG4025S$ APG4039F$ APG4002Z]
266, APG, SEA, 103677613, 15, [APG4047S$ APG2018X$ APG4042F$ APG2014S$ APG3027Z$ APG2000F$ APG2039W$ APG4028F$ APG4020F$ SEA2005S$ SEA4003W$ SEA2004F$ SEA2004F$ SEA2004F$ SEA1001CE]
251, INF, ACC, 65605921, 12, [INF3031Q$ INF1003F$ INF2011S$ INF20138CE$ INF4028R$ ACC3502H$ ACC20144CE$ ACC3023N$ ACC2011N$ ACC4036W$ ACC4505H$ ACC3009N]
268, HSE, HUB, 775730010, 12, [HSE4002S$ HSE2001S$ HSE1011F$ HUB4043W$ HUB4040W$ HUB4000W$ HUB1007S$ HUB4032H$ HUB4078W$ HUB2020S$ HUB4084W$ HUB2017H]
284, REL, PHI, 1767130738, 14, [REL2053S$ REL2053S$ REL4049F$ REL2053S$ REL4010F$ REL1015F$ REL2048S$ REL1015F$ PHI4023F$ PHI1010S$ PHI4023F$ PHI2045S$ PHI3024S$ PHI3023F]
125, ACC, PED, 991407772, 10, [ACC1012S$ ACC2022S$ ACC3502H$ ACC3023N$ ACC3502H$ ACC3022N$ PED4009S$ PED4005S$ PED4030S$ PED4005S]
194, CON, CIV, 1726959017, 14, [CON4033W$ CON3031W$ CON4033W$ CON1017S$ CON4034W$ CON4033W$ CON2029S$ CIV2042FEWA$ CIV3048F$ CIV2042FEWA$ CIV2039S$ CIV3049S$ CIV2039S$ CIV3035S]
317, GSB, FIN, 1685826665, 14, [GSB4506F$ GSB4102W$ GSB1427CE$ GSB4493F$ GSB4514W$ GSB4605F$ FIN2013W$ FIN3011S$ FIN2030S$ FIN3011S$ FIN4015W$ FIN2027F$ FIN3030W$ FIN3011F]
166, GSB, POL, 1466987965, 6, [GSB4488S$ GSB1404CE$ GSB4509S$ POL4013S$ POL3038S$ POL4013S]
259, MCB, AST, 1888016539, 12, [MCB4003W$ MCB4003W$ MCB2020F$ MCB2022S$ MCB2022S$ MCB3026F$ MCB2021F$ AST4009W$ AST2002H$ AST4010W$ AST4009W$ AST2003H]
145, ACC, POL, 1250059325, 14, [ACC2022S$ ACC4025H$ ACC4039H$ ACC3004H$ ACC4000N$ ACC2012N$ ACC3503H$ ACC11201CE$ POL4002F$ POL2038F$ POL4033F$ POL3038S$ POL1004P$ POL1005P]
184, CIV, DRM, 1150561987, 11, [CIV2042FEWA$ CIV4044S$ CIV1006S$ CIV3035FEWA$ CIV4044S$ DRM2042F$ DRM4040W$ DRM3041W$ DRM3042W$ DRM4019S$ DRM2042F]
241, MUZ, REL, 1604273966, 11, [MUZ2342H$ MUZ3386H$ MUZ1283H$ MUZ4257W$ REL1002F$ REL4049F$ REL4049F$ REL2040F$ REL2048S$ REL2048S$ REL1015F]
220, INF, BUS, 1384542975, 11, [INF20138CE$ INF4026F$ INF4026F$ INF1102S$ INF3033R$ INF4015W$ INF3030Q$ BUS4016S$ BUS201208CE$ BUS4094R$ BUS4029H]
120, AXL, DRM, 1849559414, 13, [AXL3300F$ AXL4200W$ AXL3300F$ AXL2300F$ AXL3301S$ DRM4019S$ DRM4004H$ DRM1027F$ DRM2011S$ DRM3042W$ DRM4004H$ DRM1029F$ DRM4041W]
253, ELL, FAM, 1360167893, 10, [ELL4061F$ ELL1010S$ ELL4001H$ ELL1009F$ ELL2016F$ ELL3005F$ ELL2010S$ FAM4011F$ FAM3005F$ FAM4010F]
157, GSB, SWK, 1854578651, 16, [GSB4508F$ GSB4527S$ GSB4605F$ GSB4454S$ GSB1427CE$ GSB4607F$ GSB4603S$ GSB4451S$ SWK4012S$ SWK2065S$ SWK4007S$ SWK2070F$ SWK2075S$ SWK4033F$ SWK3001F$ SWK2013S]
175, EEE, EEE, 2145317788, 10, [EEE4022S$ EEE4108Z$ EEE4106Z$ EEE3063F$ EEE4111Z$ EEE3000X$ EEE2038W$ EEE4103F$ EEE3069WEWA$ EEE2042S]
96, SEA, MEC, 78742454, 15, [SEA2004F$ SEA4003W$ SEA2005S$ SEA3004F$ SEA4003W$ SEA2004F$ MEC2022S$ MEC4098Z$ MEC3060F$ MEC3073S$ MEC1008S$ MEC3060F$ MEC4098Z$ MEC4099Z$ MEC3073S]
271, DRM, DOH, 893512278, 17, [DRM2040W$ DRM4023W$ DRM1028S$ DRM4017F$ DRM4017F$ DRM3010F$ DRM4040S$ DRM1027F$ DRM1030S$ DOH1005F$ DOH1003CE$ DOH1010S$ DOH1004CE$ DOH1009S$ DOH1005F$ DOH1010S$ DOH1009S]
263, STA, MDN, 511859858, 10, [STA1000FEWA$ STA2005S$ STA1106H$ STA3022F$ STA4021W$ MDN3001H$ MDN2002W$ MDN4032F$ MDN4033S$ MDN4015W]
145, BUS, POL, 1543092053, 9, [BUS20148CE$ BUS4074R$ BUS4017S$ BUS1601CE$ BUS4094S$ BUS201204CE$ POL3037F$ POL3044S$ POL2041S]
96, ACC, GSB, 2065905356, 13, [ACC4037W$ ACC2022N$ ACC4025H$ ACC4037W$ GSB1600CE$ GSB4428F$ GSB1416CE$ GSB1407CE$ GSB4477S$ GSB1602CE$ GSB1418CE$ GSB4401F$ GSB4404FEWA]
200, EBE, CSC, 729085441, 16, [CPD10009CE$ CPD1099CE$ CPD1149CE$ CPD1089CE$ CPD10009CE$ CPD10041CE$ CPD1120CE$ CPD10024CE$ CPD1150CE$ CSC3022H$ CSC2002S$ CSC3022H$ CSC3020H$ CSC4007Z$ CSC3023F$ CSC4017W]
68, PED, HSE, 202796628, 15, [PED4026W$ PED4030F$ PED4042W$ PED4028S$ PED4018F$ PED4005S$ PED4026W$ HSE1014S$ HSE1011F$ HSE1005S$ HSE1002F$ HSE1001S$ HSE2001S$ HSE1008S$ HSE4000F]
70, BIO, SEA, 1371109256, 14, [BIO1000H$ BIO2011S$ BIO4003W$ BIO4005W$ BIO4002W$ BIO4005W$ BIO4005W$ BIO4005W$ SEA4001W$ SEA3004F$ SEA4001W$ SEA2005S$ SEA4001W$ SEA3004F]
289, FTX, MEC, 1960661355, 11, [FTX3044F$ FTX1005Q$ FTX1005F$ MEC2023S$ MEC1002W$ MEC4103F$ MEC3031S$ MEC3045F$ MEC4104F$ MEC3000X$ MEC3000X]
253, EEE, FAM, 990642498, 13, [EEE4106Z$ EEE3069W$ EEE1006F$ EEE4086F$ EEE3081F$ EEE4001F$ EEE3081F$ EEE2040F$ EEE4001FEWA$ FAM3016F$ FAM20001CE$ FAM4009H$ FAM2017S]
127, INF, ELL, 1119651939, 12, [INF2006F$ INF3012SEWA$ INF3030R$ INF20138CE$ INF4027W$ INF20132CE$ ELL2017S$ ELL1009F$ ELL3009S$ ELL1009F$ ELL3005F$ ELL3005F]
144, ECO, AGE, 1616054880, 18, [ECO20141CE$ ECO2007S$ ECO4115S$ ECO4112F$ ECO3016F$ ECO4120S$ ECO4029S$ ECO3016F$ ECO2008S$ AGE4000CE$ AGE4000W$ AGE4004W$ AGE1002S$ AGE2012F$ AGE1004S$ AGE4003W$ AGE4000W$ AGE1002S]
